callsign,origin,destination,eobt,flight_date,aircraft_type
PAL2085,VVGL,VVTS,17:59,2025-06-26,A350
KAL7339,VVTS,RKSI,18:35,2025-06-26,B777
CAL2436,VVTS,OMDB,18:34,2025-06-26,B787
DAL2382,VVBM,VVTS,18:39,2025-06-26,A320
PIC8667,VVCS,VVTS,18:22,2025-06-26,A330
VJC7327,VVTS,WSSS,18:10,2025-06-26,A350
DAL9842,VIDP,VVTS,18:02,2025-06-26,A320
AXM6927,VVTS,VVCA,18:23,2025-06-26,B777
PIC9213,VMMC,VVTS,18:02,2025-06-26,B777
PIC1483,VIDP,VVTS,18:52,2025-06-26,A380
DAL2771,VVCI,VVTS,18:52,2025-06-26,A380
AXM8003,VVTS,VHHH,18:43,2025-06-26,A320
CSN2615,VVTS,VVPK,18:43,2025-06-26,A321
CSN5356,VVKR,VVTS,18:00,2025-06-26,A380
CES5345,RCTP,VVTS,18:03,2025-06-26,A320
CSN7061,VVTS,VVPC,18:00,2025-06-26,B737
CPA5699,VVTS,VVCS,18:04,2025-06-26,B787
AIC6643,VVCA,VVTS,18:27,2025-06-26,A320
CES7972,VVTS,VLPL,18:17,2025-06-26,B787
THA1140,VVTS,VVPK,18:50,2025-06-26,B787
SIA3600,VTBS,VVTS,18:45,2025-06-26,A321
THD1035,VVTS,WSSS,18:08,2025-06-26,B777
PIC5655,VVCI,VVTS,18:06,2025-06-26,B737
PIC8094,VVDL,VVTS,18:13,2025-06-26,A330
DAL6971,VTBS,VVTS,18:30,2025-06-26,B777
DAL3061,VVDL,VVTS,18:35,2025-06-26,A320
CAL5880,VVTS,VVBM,18:54,2025-06-26,B777
VJC8396,VVTS,VMMC,18:11,2025-06-26,B737
SCO4231,OMDB,VVTS,18:34,2025-06-26,A380
BAV7323,VVTS,VTBS,18:58,2025-06-26,A380
AXM2901,VVTS,RJAA,18:32,2025-06-26,A330
ANA4035,VVTS,VVPF,18:03,2025-06-26,A330
PIC466,VVDN,VVTS,18:17,2025-06-26,A320
ANA6689,VVTS,VVGL,18:53,2025-06-26,A320
VJC808,VVTS,VVPF,18:32,2025-06-26,A350
PAL1291,VIDP,VVTS,18:24,2025-06-26,B737
UAE8486,VVTS,VVPF,18:03,2025-06-26,A350
DAL4982,VVCI,VVTS,18:34,2025-06-26,A321
AIC3155,VVTS,VVDL,18:33,2025-06-26,B787
CSN3228,VVDN,VVTS,18:44,2025-06-26,A321
BAV2592,VVTS,WMKK,18:57,2025-06-26,A380
PIC4397,VVBM,VVTS,18:09,2025-06-26,A321
CPA6247,VVCS,VVTS,18:57,2025-06-26,A350
VJC1045,VVTS,VTBS,18:14,2025-06-26,A380
CES6367,VVTS,VMMC,18:53,2025-06-26,A350
THD7650,VVTS,VTBS,18:28,2025-06-26,A321
AXM2489,RJAA,VVTS,18:57,2025-06-26,A321
AXM4498,VVTS,RKSI,18:50,2025-06-26,B737
SIA9438,VVTS,VVCT,18:15,2025-06-26,A380
HVN9956,VVTS,VVCI,18:19,2025-06-26,A380
UAE3576,VVTS,KJFK,18:55,2025-06-26,A380
AXM450,VVPF,VVTS,18:50,2025-06-26,A321
KAL5659,VVTS,OMDB,18:18,2025-06-26,B777
SCO6843,VVCI,VVTS,18:07,2025-06-26,A350
THA3790,VVTS,WSSS,18:23,2025-06-26,A320
VJC7885,VVBM,VVTS,18:31,2025-06-26,B777
SIA618,VVTS,VVPC,18:20,2025-06-26,B787
CPA5238,VVPF,VVTS,18:21,2025-06-26,A320
SCO3226,VVTS,VHHH,18:11,2025-06-26,A320
CAL810,VVTS,KJFK,18:26,2025-06-26,B737
SIA1827,VVTS,ZSPD,18:45,2025-06-26,B737
CES5558,RJAA,VVTS,18:44,2025-06-26,A350
SIA8254,VTBS,VVTS,18:29,2025-06-26,A350
CSN3059,VVTS,VVDN,18:58,2025-06-26,A321
BAV9491,VVCS,VVTS,18:08,2025-06-26,A350
SCO9509,VVTS,VMMC,18:15,2025-06-26,B737
THD2591,VVTS,VVKR,18:18,2025-06-26,A321
SCO595,VVTS,VVCT,18:14,2025-06-26,A320
VJC5996,VVTS,VMMC,19:07,2025-06-26,A350
ANA2788,VLPL,VVTS,19:45,2025-06-26,A330
THD6279,VIDP,VVTS,19:45,2025-06-26,A350
KAL8502,VHHH,VVTS,19:09,2025-06-26,A330
DAL5838,VVTS,VVTH,19:33,2025-06-26,A321
HVN5519,VVDL,VVTS,19:13,2025-06-26,A330
AXM7371,VVKR,VVTS,19:43,2025-06-26,A330
CPA6998,VVBM,VVTS,19:54,2025-06-26,A380
PIC1373,VVTS,VIDP,19:08,2025-06-26,A320
PAL7995,VVTS,RPLL,19:01,2025-06-26,B737
AIC7941,VVTS,VVNB,19:51,2025-06-26,A380
PIC1094,VVPB,VVTS,19:55,2025-06-26,A321
BAW5020,RJAA,VVTS,19:06,2025-06-26,B777
BAW3047,VVGL,VVTS,19:29,2025-06-26,A380
DAL5989,VVTS,EGLL,19:15,2025-06-26,A321
VJC6040,VVTS,EGLL,19:05,2025-06-26,A380
AXM6760,RJAA,VVTS,19:08,2025-06-26,B737
AIC1219,VVTS,ZSPD,19:57,2025-06-26,A321
AXM2656,ZSPD,VVTS,19:41,2025-06-26,A320
HVN9093,VVTS,VVPC,19:16,2025-06-26,A330
KAL762,VVTS,VVTH,19:29,2025-06-26,B787
BAW3400,VVTS,VVPC,19:53,2025-06-26,B787
PIC5150,VVBM,VVTS,19:14,2025-06-26,B777
KAL7173,VVCI,VVTS,19:09,2025-06-26,B777
CSN8556,VVTS,WSSS,19:15,2025-06-26,A320
CAL7625,VLPL,VVTS,19:18,2025-06-26,A330
THD2978,VVTS,RKSI,19:49,2025-06-26,A380
SCO5573,VVTS,RPLL,19:56,2025-06-26,A321
AIC7758,VVTS,VLPL,19:05,2025-06-26,A330
BAW6162,VVTS,VVPF,19:46,2025-06-26,B777
BAW2126,VVTS,VVPC,19:50,2025-06-26,B777
PAL4525,VVDL,VVTS,19:12,2025-06-26,A321
CSN4134,VIDP,VVTS,19:39,2025-06-26,A350
CSN5701,VVNB,VVTS,19:39,2025-06-26,A350
BAV4979,VVKR,VVTS,19:31,2025-06-26,B737
DAL2727,VVTS,VVCS,19:28,2025-06-26,A350
CPA8035,VVCI,VVTS,19:04,2025-06-26,A320
AIC2469,VVPK,VVTS,19:37,2025-06-26,A380
UAE2456,VVDN,VVTS,19:51,2025-06-26,B777
CPA2707,VVTS,VHHH,19:45,2025-06-26,B737
PIC6525,VVTS,VVGL,19:45,2025-06-26,A320
PAL6299,VVTS,VMMC,19:57,2025-06-26,B787
BAV9695,VVTS,VVCT,19:43,2025-06-26,B777
UAE4009,OMDB,VVTS,19:14,2025-06-26,B737
UAE6998,VVGL,VVTS,19:58,2025-06-26,A320
BAW660,VVCA,VVTS,19:12,2025-06-26,A350
THA9783,VVTS,VLPL,19:23,2025-06-26,B787
BAW8715,VVTH,VVTS,19:39,2025-06-26,A330
UAE592,VVPF,VVTS,19:44,2025-06-26,B777
SCO7317,VMMC,VVTS,19:43,2025-06-26,B737
ANA3147,VVTS,VIDP,19:00,2025-06-26,A320
UAE4510,OMDB,VVTS,19:56,2025-06-26,A330
THA5191,VVTS,VVPB,19:08,2025-06-26,B787
CAL8376,WSSS,VVTS,19:10,2025-06-26,A350
AXM4121,VVTS,VVCT,19:19,2025-06-26,A330
AXM318,RPLL,VVTS,19:24,2025-06-26,B777
BAV8447,VVTS,VVBM,19:41,2025-06-26,A321
THA7928,VVPF,VVTS,19:11,2025-06-26,B777
SIA3202,VVTS,VVNB,19:23,2025-06-26,A321
CPA8477,WSSS,VVTS,19:41,2025-06-26,A320
ANA7656,VVTS,WMKK,20:49,2025-06-26,A380
CAL875,VVTS,VVTH,20:32,2025-06-26,A380
CAL2878,VLPL,VVTS,20:52,2025-06-26,B777
UAE4010,VVTS,VVPB,20:27,2025-06-26,A380
KAL7359,VVTS,OMDB,20:43,2025-06-26,A321
THD8690,EGLL,VVTS,20:35,2025-06-26,A320
SCO5582,VVTH,VVTS,20:24,2025-06-26,A350
ANA9795,VVTS,VVBM,20:24,2025-06-26,B777
KAL5029,VVTS,VMMC,20:39,2025-06-26,B787
THA192,VVTS,EGLL,20:13,2025-06-26,A320
CAL3237,VVPF,VVTS,20:45,2025-06-26,A380
AXM3764,VVPF,VVTS,20:27,2025-06-26,B737
HVN4698,VVTS,KJFK,20:13,2025-06-26,B777
AXM6388,VVDL,VVTS,20:52,2025-06-26,A320
HVN8743,KJFK,VVTS,20:32,2025-06-26,A330
THA1380,VVPB,VVTS,20:26,2025-06-26,B787
DAL8886,VVTS,VHHH,20:08,2025-06-26,A321
BAW2471,VVDN,VVTS,20:10,2025-06-26,A320
HVN2672,VVTS,VVCI,20:29,2025-06-26,B737
BAV1427,VVNB,VVTS,20:31,2025-06-26,B777
DAL2820,VVTS,VLPL,20:21,2025-06-26,A350
UAE2875,VVTS,RJAA,20:26,2025-06-26,B737
KAL1896,VLPL,VVTS,20:21,2025-06-26,A380
BAV3684,VVCS,VVTS,20:47,2025-06-26,A320
BAV9213,VTBS,VVTS,20:51,2025-06-26,B737
UAE9818,RKSI,VVTS,20:51,2025-06-26,B777
CPA7614,VVGL,VVTS,20:47,2025-06-26,B777
UAE7972,RJAA,VVTS,20:37,2025-06-26,A350
ANA3950,VVPC,VVTS,20:27,2025-06-26,A380
ANA1180,VVTS,VVPK,20:19,2025-06-26,B737
SIA2614,VVGL,VVTS,20:55,2025-06-26,B777
THD263,VVTS,OMDB,20:22,2025-06-26,A350
HVN9765,VVTS,VVKR,20:55,2025-06-26,A330
KAL2587,VVCA,VVTS,20:04,2025-06-26,A330
DAL6370,VVTS,VHHH,20:55,2025-06-26,A330
CES2772,WMKK,VVTS,20:07,2025-06-26,A330
DAL7058,VVTS,VVCS,20:32,2025-06-26,B737
SCO8616,VVTS,VHHH,20:51,2025-06-26,A350
BAV7189,VVTS,VVBM,20:54,2025-06-26,A380
PIC5433,VVTS,VVNB,20:43,2025-06-26,A320
BAV9845,VVTS,VHHH,20:18,2025-06-26,B737
CPA6640,VVPC,VVTS,20:48,2025-06-26,A330
ANA1231,VVCA,VVTS,20:49,2025-06-26,B777
PIC6444,VVTH,VVTS,20:47,2025-06-26,B787
KAL4480,EGLL,VVTS,21:21,2025-06-26,A350
KAL2547,WMKK,VVTS,21:52,2025-06-26,B737
THD6642,VVTS,ZSPD,21:04,2025-06-26,A330
PAL3277,VVTS,VVCI,21:22,2025-06-26,A380
BAW1626,WMKK,VVTS,21:20,2025-06-26,A321
SIA4049,VVTS,VHHH,21:16,2025-06-26,A380
THD1037,VVPC,VVTS,21:41,2025-06-26,B777
CES8039,VIDP,VVTS,21:11,2025-06-26,A380
THD2194,VVTS,VVBM,21:25,2025-06-26,B737
BAV4203,VVTS,EGLL,21:07,2025-06-26,B787
ANA8732,VVTS,VLPL,21:11,2025-06-26,A320
SCO5896,VVTS,VVDL,21:08,2025-06-26,B777
SCO7468,VVTS,KJFK,21:53,2025-06-26,A321
AIC6447,VVTS,VVCA,21:39,2025-06-26,A380
VJC9786,VVTS,VVPK,21:54,2025-06-26,A321
PAL7680,OMDB,VVTS,21:59,2025-06-26,A380
KAL3245,VVTS,VVPF,21:03,2025-06-26,A380
ANA4088,VVPF,VVTS,21:22,2025-06-26,A380
CES4329,VVTS,VVPC,21:54,2025-06-26,A321
AIC5086,VVTS,VVPF,21:32,2025-06-26,B777
CPA4379,VVTS,VVDN,21:44,2025-06-26,A320
BAV7707,VVCT,VVTS,21:26,2025-06-26,A380
AXM3007,WMKK,VVTS,21:46,2025-06-26,A330
THA4199,VVTS,OMDB,21:05,2025-06-26,A380
PAL5817,VVDN,VVTS,22:45,2025-06-26,A321
VJC5112,VVTS,VVDL,22:36,2025-06-26,A380
THD6241,VVTS,VVDL,22:37,2025-06-26,A380
DAL9349,VVTS,VVDN,22:57,2025-06-26,B737
UAE967,VHHH,VVTS,22:32,2025-06-26,A380
VJC4362,VVTS,VVPK,22:55,2025-06-26,B737
UAE6054,VVTS,VVPF,22:02,2025-06-26,A320
SIA7451,VVCA,VVTS,22:04,2025-06-26,A350
CES8510,RCTP,VVTS,22:05,2025-06-26,A321
CES1666,VLPL,VVTS,22:45,2025-06-26,B777
ANA6762,VVTS,VVBM,22:34,2025-06-26,A380
DAL3186,VVTS,VHHH,22:01,2025-06-26,B787
HVN7654,VVTS,WSSS,22:46,2025-06-26,B777
HVN4939,VVPK,VVTS,22:00,2025-06-26,A321
THD3445,VVTS,RKSI,22:46,2025-06-26,A330
VJC6790,VVPK,VVTS,22:44,2025-06-26,A321
BAV8518,VVDL,VVTS,22:14,2025-06-26,B737
CES7309,VVPB,VVTS,22:12,2025-06-26,B777
SCO9669,RKSI,VVTS,22:25,2025-06-26,A380
KAL1063,VVTS,WSSS,22:59,2025-06-26,A330
BAW7543,VVTS,VVCS,22:48,2025-06-26,A320
KAL727,WSSS,VVTS,22:12,2025-06-26,B737
CES4635,VVTS,VVPC,22:24,2025-06-26,A330
PAL107,VVTS,VVPK,22:39,2025-06-26,A320
THD7471,VVTS,VVTH,22:02,2025-06-26,A350
VJC4500,VVTS,VLPL,22:20,2025-06-26,A321
AIC5056,VVNB,VVTS,22:42,2025-06-26,B787
CAL9473,OMDB,VVTS,22:45,2025-06-26,B787
BAW2839,RKSI,VVTS,23:45,2025-06-26,A330
ANA528,VVTS,RKSI,23:02,2025-06-26,A320
CES912,VVCA,VVTS,23:34,2025-06-26,B777
BAW3911,VVCT,VVTS,23:23,2025-06-26,B737
SIA4562,VVTS,VLPL,23:44,2025-06-26,A330
THD8619,RJAA,VVTS,23:45,2025-06-26,A330
CES9716,VVTS,VVPB,23:56,2025-06-26,B787
HVN5265,VVTS,ZGGG,23:08,2025-06-26,A330
THD7820,VVPB,VVTS,23:43,2025-06-26,B777
BAV5225,VVTS,VVPK,23:07,2025-06-26,A350
CSN3511,WSSS,VVTS,23:21,2025-06-26,A380
AXM8571,VVTS,ZSPD,23:41,2025-06-26,B737
THA4869,OMDB,VVTS,23:18,2025-06-26,A350
DAL5498,VVTS,ZSPD,00:10,2025-06-27,B787
ANA1564,VVDN,VVTS,00:26,2025-06-27,A380
AXM1058,VTBS,VVTS,00:36,2025-06-27,A321
HVN7086,VVTS,VVDN,00:39,2025-06-27,B777
DAL1724,VVNB,VVTS,00:19,2025-06-27,A321
DAL138,VVTS,OMDB,00:32,2025-06-27,B777
BAV4219,VVTS,VVCI,00:13,2025-06-27,A320
PIC515,VVNB,VVTS,00:32,2025-06-27,A330
THA7741,VVTS,VVCI,00:54,2025-06-27,A350
CES7265,VVTS,VVCA,00:35,2025-06-27,A330
VJC3905,VVPC,VVTS,01:20,2025-06-27,A321
KAL3140,VVGL,VVTS,01:18,2025-06-27,A321
ANA2363,VVDL,VVTS,01:42,2025-06-27,B787
PIC8837,VVPF,VVTS,01:21,2025-06-27,B787
BAW410,VVTS,WSSS,01:31,2025-06-27,B777
THD1810,VVTS,KJFK,01:02,2025-06-27,A350
VJC5506,VVDL,VVTS,01:49,2025-06-27,A350
CSN711,VVTS,VVTH,01:24,2025-06-27,A330
PAL4694,VVTS,OMDB,01:18,2025-06-27,A330
ANA2691,ZSPD,VVTS,01:19,2025-06-27,A320
CSN3188,VVTS,VVTH,01:51,2025-06-27,A330
CPA9687,VVDL,VVTS,01:22,2025-06-27,A320
ANA5532,RKSI,VVTS,01:00,2025-06-27,A380
SCO2368,KJFK,VVTS,01:23,2025-06-27,B787
KAL5162,VVTH,VVTS,01:53,2025-06-27,A350
UAE6686,VVCS,VVTS,01:10,2025-06-27,A350
PAL7872,VVTS,EGLL,01:05,2025-06-27,B777
AIC8409,VVTS,VVCI,01:34,2025-06-27,A321
BAV2459,VVPC,VVTS,01:13,2025-06-27,A321
CSN5215,OMDB,VVTS,01:12,2025-06-27,B737
THD7781,ZSPD,VVTS,01:43,2025-06-27,A330
PIC9690,VVTS,VVDL,01:40,2025-06-27,A320
DAL7581,VVTS,RCTP,02:38,2025-06-27,B787
THD3582,VVTS,WMKK,02:59,2025-06-27,B737
THD8085,VVTS,VIDP,02:43,2025-06-27,A320
THD2864,VVKR,VVTS,02:35,2025-06-27,B737
CPA9172,VVCI,VVTS,02:07,2025-06-27,A350
CSN611,WMKK,VVTS,02:28,2025-06-27,A330
HVN9622,WSSS,VVTS,02:27,2025-06-27,A321
PAL5141,VMMC,VVTS,02:45,2025-06-27,B777
VJC8859,EGLL,VVTS,02:42,2025-06-27,A350
BAV1344,VVTS,VVPC,02:22,2025-06-27,A320
THA1805,VLPL,VVTS,02:42,2025-06-27,B777
BAV7686,VVTS,VVPK,02:18,2025-06-27,B737
SCO9061,VVTS,EGLL,02:16,2025-06-27,B787
HVN3925,VVTS,VVGL,02:43,2025-06-27,B777
CES830,VVCI,VVTS,02:20,2025-06-27,B777
HVN4694,VVTS,VVPK,02:57,2025-06-27,A321
PIC5381,OMDB,VVTS,02:24,2025-06-27,B777
CPA739,ZSPD,VVTS,03:53,2025-06-27,A320
PIC5667,VVTS,RPLL,03:41,2025-06-27,B787
CAL9821,KJFK,VVTS,03:26,2025-06-27,A330
ANA4077,VVPC,VVTS,03:44,2025-06-27,A380
AIC996,VMMC,VVTS,03:56,2025-06-27,A350
KAL8816,VVTS,VVDL,03:57,2025-06-27,A330
DAL935,VTBS,VVTS,03:18,2025-06-27,B787
DAL280,VVTS,VVPK,03:23,2025-06-27,B777
BAW9610,VVTS,VVCI,03:51,2025-06-27,B777
PAL9860,VVTS,VVKR,03:14,2025-06-27,A380
PAL5819,VVTS,EGLL,03:15,2025-06-27,A350
BAV7952,WSSS,VVTS,03:58,2025-06-27,A330
HVN7216,VVTS,VVPC,03:44,2025-06-27,A380
CES1049,RCTP,VVTS,04:11,2025-06-27,B787
UAE4207,VVTS,VVPF,04:41,2025-06-27,A321
KAL120,VVDL,VVTS,04:49,2025-06-27,A350
CSN150,VVTS,VHHH,04:24,2025-06-27,B737
BAV6252,VVTS,VVPB,04:07,2025-06-27,A350
CES3365,VVTS,ZSPD,04:16,2025-06-27,A350
SIA7127,VVTS,ZGGG,04:26,2025-06-27,A330
CPA1735,VVTS,VVPC,04:45,2025-06-27,A320
THD7406,RKSI,VVTS,04:08,2025-06-27,B777
VJC2312,VVTS,VHHH,04:59,2025-06-27,B787
CPA6968,VVTS,VLPL,04:56,2025-06-27,A330
AIC5212,VVPC,VVTS,04:26,2025-06-27,B737
THD7616,VVTS,VVDN,04:03,2025-06-27,A380
ANA7919,VLPL,VVTS,04:41,2025-06-27,B787
BAV3983,VVTS,VVPK,04:28,2025-06-27,A350
CAL5903,RJAA,VVTS,04:04,2025-06-27,A320
HVN8816,OMDB,VVTS,04:33,2025-06-27,A380
CPA6330,OMDB,VVTS,04:45,2025-06-27,A380
SIA9817,VVTS,WMKK,04:45,2025-06-27,A330
ANA3683,VMMC,VVTS,04:54,2025-06-27,B737
CPA4392,ZGGG,VVTS,04:18,2025-06-27,A320
THD6972,VVKR,VVTS,04:57,2025-06-27,A330
SCO6966,VVTS,VVPC,04:00,2025-06-27,A320
ANA1419,VVPC,VVTS,04:43,2025-06-27,A330
THA9194,VVTS,VVTH,04:34,2025-06-27,B777
THA3143,VVPC,VVTS,04:54,2025-06-27,A320
SCO6470,VVTS,VVPF,04:18,2025-06-27,A320
AXM6649,VVTS,VVCS,04:14,2025-06-27,B787
SCO1399,VVTS,VVBM,05:40,2025-06-27,A330
BAW9810,VVTS,VVCI,05:33,2025-06-27,A380
SCO6349,VVTS,RKSI,05:57,2025-06-27,A350
ANA7910,VVTS,VVCI,05:34,2025-06-27,A350
CPA9313,KJFK,VVTS,05:12,2025-06-27,B737
UAE9063,VVTS,VVCS,05:09,2025-06-27,A350
CES4186,VHHH,VVTS,05:54,2025-06-27,A330
PAL7720,VVTS,VVBM,05:10,2025-06-27,B787
PIC987,VLPL,VVTS,05:37,2025-06-27,A380
CES1550,RCTP,VVTS,05:20,2025-06-27,A330
AIC6632,VVTS,VHHH,05:17,2025-06-27,A350
CES9217,VVTS,VVPK,05:57,2025-06-27,A320
CAL9333,VVPC,VVTS,05:05,2025-06-27,B777
CPA2361,VHHH,VVTS,05:37,2025-06-27,B787
PIC9729,VVPF,VVTS,05:00,2025-06-27,A350
CPA1277,VVTS,RKSI,05:41,2025-06-27,A321
THD1209,VVTS,VVCI,05:35,2025-06-27,B737
PIC7816,VVTS,VHHH,05:11,2025-06-27,A350
CES8399,VVTS,VVNB,05:17,2025-06-27,B787
CSN1340,VVTS,VTBS,05:30,2025-06-27,A380
HVN1041,VVTS,EGLL,05:45,2025-06-27,A321
VJC3524,VVTS,VMMC,05:49,2025-06-27,A380
ANA2188,VVTH,VVTS,06:56,2025-06-27,B737
SIA5447,VMMC,VVTS,06:41,2025-06-27,A321
CPA7552,VVDN,VVTS,06:57,2025-06-27,A320
BAW6049,VVTS,VVCT,06:46,2025-06-27,A350
SCO3918,VVTS,VIDP,06:08,2025-06-27,A320
BAW6950,VVTS,RKSI,06:10,2025-06-27,B777
PAL4645,EGLL,VVTS,06:10,2025-06-27,A320
AXM5982,VVPC,VVTS,06:18,2025-06-27,A380
CES4986,VVTS,VTBS,06:12,2025-06-27,A350
KAL9389,VVBM,VVTS,06:05,2025-06-27,A321
AIC365,VVCI,VVTS,06:11,2025-06-27,A330
VJC9905,VVCS,VVTS,06:42,2025-06-27,A380
DAL9281,VVTS,KJFK,06:40,2025-06-27,A350
PAL1932,WSSS,VVTS,06:28,2025-06-27,A330
CES3086,VVPF,VVTS,06:00,2025-06-27,B737
KAL5585,RCTP,VVTS,06:15,2025-06-27,A350
PAL3951,VVTS,VMMC,06:36,2025-06-27,A320
THA3185,VVCS,VVTS,06:39,2025-06-27,B787
UAE1921,WSSS,VVTS,06:19,2025-06-27,A320
HVN4985,VVTS,VVCI,06:44,2025-06-27,B777
CAL2262,VVTS,VVPK,06:13,2025-06-27,A330
DAL9943,VVNB,VVTS,06:23,2025-06-27,B787
THA4516,VVTS,WSSS,06:21,2025-06-27,B777
CPA2305,VVTS,VVPK,06:42,2025-06-27,A380
PIC1006,VVDL,VVTS,06:59,2025-06-27,A321
BAW1036,VVTS,RPLL,06:59,2025-06-27,A320
SCO857,EGLL,VVTS,06:01,2025-06-27,A330
CSN8777,WSSS,VVTS,06:13,2025-06-27,A321
KAL6640,VVTS,VVPK,06:21,2025-06-27,B777
BAV2178,VVKR,VVTS,06:18,2025-06-27,A330
PIC1750,VTBS,VVTS,06:21,2025-06-27,A321
CSN5620,VVTS,VIDP,06:42,2025-06-27,A321
CPA3629,VVTS,WMKK,06:51,2025-06-27,B737
PIC5352,VVTS,VLPL,06:40,2025-06-27,B777
CSN9948,RJAA,VVTS,06:34,2025-06-27,B787
AXM8693,VVDN,VVTS,06:11,2025-06-27,B737
UAE6005,VVPB,VVTS,06:56,2025-06-27,A320
UAE9980,VVTS,VVKR,06:44,2025-06-27,B737
BAW602,VVTS,ZSPD,06:39,2025-06-27,A330
ANA5828,VVDN,VVTS,06:55,2025-06-27,B777
DAL2159,EGLL,VVTS,06:14,2025-06-27,A330
ANA4700,VVTH,VVTS,06:22,2025-06-27,B777
BAV2366,VVCT,VVTS,06:16,2025-06-27,A350
DAL703,VVTS,VVDN,06:59,2025-06-27,A320
AIC3280,VVTS,VLPL,06:41,2025-06-27,A380
ANA7454,VVTS,VVCI,06:32,2025-06-27,A320
THA8881,VVKR,VVTS,06:33,2025-06-27,A320
CSN585,VVTS,VHHH,06:06,2025-06-27,B737
THD744,VVBM,VVTS,06:19,2025-06-27,A321
CPA6765,VVTS,RCTP,06:02,2025-06-27,A320
CPA4148,RKSI,VVTS,06:05,2025-06-27,B737
AXM4700,WMKK,VVTS,06:05,2025-06-27,A330
CES1321,VVCS,VVTS,06:19,2025-06-27,B737
PIC298,VLPL,VVTS,06:54,2025-06-27,A321
THD3419,VVGL,VVTS,06:41,2025-06-27,B737
CES6392,VVPF,VVTS,06:42,2025-06-27,A380
CAL799,RJAA,VVTS,06:05,2025-06-27,B787
VJC2260,VVTS,OMDB,06:12,2025-06-27,A330
BAW1724,VVTS,VVDN,06:31,2025-06-27,B737
KAL4650,VVPC,VVTS,06:50,2025-06-27,A320
THA6436,VLPL,VVTS,06:37,2025-06-27,A330
VJC5423,VVTS,VVCS,06:25,2025-06-27,A350
BAW9736,VVTS,VVGL,06:24,2025-06-27,A350
CES6430,VHHH,VVTS,06:50,2025-06-27,A380
KAL5888,EGLL,VVTS,07:56,2025-06-27,A320
AIC4603,VVTS,VHHH,07:59,2025-06-27,B737
BAV3543,VVTS,VVCT,07:46,2025-06-27,A320
CES2299,VVTS,RPLL,07:52,2025-06-27,A320
VJC4923,VVTS,VVKR,07:47,2025-06-27,A330
THD4425,VVTS,VVPF,07:12,2025-06-27,A380
CES9345,WMKK,VVTS,07:47,2025-06-27,A321
BAW7928,VVTS,VVPK,07:40,2025-06-27,A320
PIC7666,VVTS,ZSPD,07:43,2025-06-27,A380
PIC2736,VVPF,VVTS,07:42,2025-06-27,B787
KAL7054,VVCI,VVTS,07:13,2025-06-27,A330
BAV3030,VVTS,RCTP,07:29,2025-06-27,B777
UAE6983,VVTS,ZGGG,07:47,2025-06-27,B737
UAE253,VVTS,VMMC,07:58,2025-06-27,B787
CSN2046,VVTS,VVPC,07:01,2025-06-27,B777
CPA4058,VVGL,VVTS,07:42,2025-06-27,B737
AXM2727,WMKK,VVTS,07:58,2025-06-27,B777
CAL2585,VVCA,VVTS,07:50,2025-06-27,B787
AIC6086,VVCA,VVTS,07:38,2025-06-27,B787
CPA6153,RCTP,VVTS,07:19,2025-06-27,A350
BAV1983,VVTS,VVBM,07:41,2025-06-27,A320
CSN9733,VVDL,VVTS,07:10,2025-06-27,A380
ANA6011,VVTS,VVPC,07:38,2025-06-27,B737
BAV9595,VVTS,VVPC,07:00,2025-06-27,A350
AXM9059,VVTS,VIDP,07:14,2025-06-27,A321
AXM9169,RPLL,VVTS,07:26,2025-06-27,B787
BAV909,VVTS,VLPL,07:02,2025-06-27,A320
BAV4445,VVKR,VVTS,07:45,2025-06-27,A320
VJC2195,VVPB,VVTS,07:10,2025-06-27,B737
PAL8658,VVKR,VVTS,07:48,2025-06-27,A350
ANA1422,VVTS,RKSI,07:02,2025-06-27,A321
SCO6185,VVTS,VVCT,07:11,2025-06-27,A320
SCO6334,VVTS,VMMC,07:25,2025-06-27,A350
UAE3182,VVTS,VVDL,07:58,2025-06-27,B787
BAW4076,VHHH,VVTS,07:46,2025-06-27,A350
THD8719,VVTS,RJAA,07:08,2025-06-27,A321
BAW7819,VVTS,RJAA,07:59,2025-06-27,A321
CES6274,VVTS,VVGL,07:39,2025-06-27,A321
CES2751,VVTS,KJFK,07:02,2025-06-27,B787
ANA952,VVTS,RPLL,07:20,2025-06-27,B787
BAW8402,VVCA,VVTS,07:17,2025-06-27,A380
HVN6912,VVBM,VVTS,07:57,2025-06-27,A330
DAL2363,EGLL,VVTS,07:09,2025-06-27,B737
THD9748,VVCT,VVTS,07:09,2025-06-27,A350
ANA3172,VVTS,KJFK,07:36,2025-06-27,A380
AIC4594,VVTS,VVNB,07:37,2025-06-27,A330
PAL7622,WMKK,VVTS,07:51,2025-06-27,B777
CSN5806,VVTS,VVDN,07:44,2025-06-27,A320
VJC6135,VVTS,ZSPD,07:48,2025-06-27,A380
CSN7212,RPLL,VVTS,07:08,2025-06-27,A321
BAV1469,VVTS,VVPF,07:03,2025-06-27,A330
AXM4882,VVGL,VVTS,08:19,2025-06-27,A321
THA2489,VVTS,WMKK,08:07,2025-06-27,A330
UAE692,VVGL,VVTS,08:28,2025-06-27,B737
CPA3939,VVTS,VLPL,08:01,2025-06-27,A320
CAL4822,WSSS,VVTS,08:39,2025-06-27,B737
